State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
Wisconsin,,11-12,,CS3.a.3.h,"(+) Describe the steps necessary for a computer to execute high-level source code (e.g., compilation to machine language, interpretation, fetchdecode-execute cycle).",Computing Systems,different,,,,
Wisconsin,,11-12,,CS4.a.3.h,"(+) Create a new artifact that uses a variety of forms of inputs and outputs (e.g., inputs such as sensors, mouse clicks, data sets; outputs such as text, graphics, sounds).",Computing Systems,different,,,,
Wisconsin,,,,,,,,,,,
Wisconsin,,K-2,,DA2.a.1.e,"Collect simple quantitative data over time (e.g., daily temperatures or sunrise time).",Data & Analysis,based,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data.",,
Wisconsin,,K-2,,DA2.b.1.e,"Sort objects into buckets, recognizing relevant and/or irrelevant data (e.g., one of these things is not like the other).",Data & Analysis,based,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data.",,
Wisconsin,,K-2,,DA3.a.1.e,Collect data over time and organize it in a chart or graph in order to make and communicate a prediction.,Data & Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,
Wisconsin,,K-2,,DA4.a.1.e,"Use a computing device to store, search, retrieve, modify, and delete information and define the information stored as data.",Data & Analysis,similar,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data.",,
Wisconsin,,K-2,,DA4.a.2.e,"Create a model of an object or process in order to identify patterns and essential elements (e.g., water cycle, butterfly life cycle, seasonal weather patterns).",Data & Analysis,based,1A-DA-07,"Identify and describe patterns in data visualizations, such as charts or graphs, to make predictions.",,
Wisconsin,,3-5,,DA1.a.1.i,"Use numeric values to represent non-numeric ideas in the computer (e.g., binary, American Standard Code for Information Interchange (ASCII), pixel attributes such as Red Green Blue (RGB)).",Data & Analysis,different,,,,
Wisconsin,,3-5,,DA1.a.2.i,"Answer a question by using a computer to manipulate (e.g., sort, total and/or average, chart, graph) and analyze data that has been collected by the class or student.",Data & Analysis,similar,1B-DA-06,Organize and present collected data visually to highlight relationships and support a claim.,,
Wisconsin,,3-5,,DA2.a.2.i,"Collect quantitative data over time from multiple sources (e.g., class or group pools, individual observations of street traffic).",Data & Analysis,different,,,,
Wisconsin,,3-5,,DA2.b.2.i,"Choose appropriate classifications or grouping for data by shape, color, size, or other attributes.",Data & Analysis,different,,,,
Wisconsin,,3-5,,DA3.a.2.i,Organize data into new subsets to provide different views or commonalities and present insights gained using visual representations,Data & Analysis,based,1B-DA-07,"Use data to highlight or propose cause-and-effect relationships, predict outcomes, or communicate an idea.",,
Wisconsin,,3-5,,DA3.a.3.i,Organize and evaluate data for its sufficiency and relevance to making accurate inferences or predictions.,Data & Analysis,similar,1A-DA-06,Collect and present the same data in various visual formats. ,,
Wisconsin,,3-5,,DA4.a.3.i,"Create a computational artifact to model the attributes and behaviors associated with a concept (e.g., solar system, life cycle of a plant).",Data & Analysis,different,,,,
Wisconsin,,6-8,,DA1.a.3.m,"Represent data using different encoding schemes (e.g., binary, Unicode, Morse code, shorthand, student-created codes)",Data & Analysis,similar,2-DA-07,Represent data using multiple encoding schemes.,,
Wisconsin,,6-8,,DA2.a.3.m,"Gather and organize multiple quantitative data elements using a computational tool (e.g., spreadsheet software)",Data & Analysis,similar,2-DA-08,Collect data using computational tools and transform the data to make it more useful and reliable.,,
Wisconsin,,6-8,,DA2.b.3.m,"Develop a strategy to answer a question by using a computer to manipulate (e.g., sort, total and/or average, chart, graph) and analyze data that has been collected by the class or student.",Data & Analysis,different,,,,
Wisconsin,,6-8,,DA3.a.4.m,"Describe how different formats of stored data represent tradeoffs between quality and size. [Clarification compare examples of music, text and/or image formats].",Data & Analysis,different,,,,
Wisconsin,,6-8,,DA3.a.5.m,"Explain the processes used to collect, transform, and analyze data to solve a problem using computational tools (e.g., use an app or spreadsheet form to collect data, decide which data to use or ignore, and choose a visualization method).",Data & Analysis,different,,,,
Wisconsin,,6-8,,DA4.a.4.m,"Revise computational models to more accurately reflect real-world systems (e.g., ecosystems, epidemics, spread of ideas).",Data & Analysis,similar,2-DA-09,Refine computational models based on the data they have generated.,,
Wisconsin,,6-8,,DA4.a.5.m,"Modify an existing computational model to emphasize key features and relationships within a system. (A model can be used to simulate events, examine theories and inferences, or make predictions).",Data & Analysis,similar,2-DA-09,Refine computational models based on the data they have generated.,,
Wisconsin,,9-10,,DA1.a.4.h,"Convert between binary, decimal, and hexadecimal representations of data (e.g., convert hexadecimal color codes to decimal percentages, ASCII/ Unicode representation).",Data & Analysis,similar,3A-DA-09,"Translate between different bit representations of real-world phenomena, such as characters, numbers, and images.        ",,
Wisconsin,,9-10,,DA1.a.5.h,"Analyze the representation tradeoffs among various forms of digital information (e.g., lossy vs. lossless compression, encrypted vs. unencrypted, various image representations).",Data & Analysis,based,3A-DA-10,Evaluate the tradeoffs in how data elements are organized and where data is stored.	,,
Wisconsin,,9-10,,DA2.a.4.h,"Discuss techniques used to store, process, and retrieve different amounts of information (e.g., files, databases, data warehouses).",Data & Analysis,based,3A-DA-10,Evaluate the tradeoffs in how data elements are organized and where data is stored.	,,
Wisconsin,,9-10,,DA2.b.4.h,"Apply basic techniques for locating and collecting small- and large-scale data sets (e.g., creating and distributing user surveys, accessing real-world data sets).",Data & Analysis,different,,,,
Wisconsin,,9-10,,DA3.a.6.h,"Use computational tools to collect, transform, and organize data about a problem to explain to others",Data & Analysis,similar,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,,
Wisconsin,,9-10,,DA4.a.6.h,"Create computational models that simulate realworld systems (e.g., ecosystems, epidemics, spread of ideas).",Data & Analysis,similar,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,,
Wisconsin,,11-12,,DA1.a.6.h,"(+) Discuss how data sequences (e.g., binary, hexadecimal, octal) can be interpreted in a variety of forms (e.g., instructions, numbers, text, sound, image).",Data & Analysis,different,,,,
Wisconsin,,11-12,,DA2.a.5.h,"(+) Use various data collection techniques for different types of computational problems (e.g., mobile device Global Positioning System (GPS), user surveys, embedded system sensors, open data sets, social media data sets).",Data & Analysis,based,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,,
Wisconsin,,11-12,,DA4.a.7.h,"(+) Evaluate the ability of models and simulations to formulate, refine, and test hypotheses.",Data & Analysis,identical,3B-DA-07,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.,,
Wisconsin,,11-12,,DA4.b.1.h,"(+) Use data analysis to identify significant patterns in complex systems (e.g., take existing data sets and make sense of them).",Data & Analysis,identical,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,,
